AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,darunter: Wahlberechtigte mit Sperrvermerk,Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",PDS,"Anteil PDS in %",BFWG,"Anteil BFWG in %","BFB-Die Offensive","Anteil BFB-Die Offensive in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",DVU,"Anteil DVU in %",F.D.P.,"Anteil F.D.P. in %",NPD,"Anteil NPD in %"
1207108006,Frauendorf,0001,224,10,161,"71,88",2,159,49,"30,82",42,"26,42",41,"25,79",0,"0,00",1,"0,63",5,"3,14",14,"8,81",7,"4,40",0,"0,00"
1207108402,Friedrichshain,0001,714,28,405,"56,72",10,395,153,"38,73",99,"25,06",100,"25,32",0,"0,00",3,"0,76",0,"0,00",37,"9,37",1,"0,25",2,"0,51"
1207108806,Gablenz,0001,158,7,110,"69,62",8,102,41,"40,20",26,"25,49",31,"30,39",0,"0,00",0,"0,00",0,"0,00",3,"2,94",0,"0,00",1,"0,98"
1207109204,Gahry,0001,263,11,136,"51,71",1,135,50,"37,04",37,"27,41",28,"20,74",0,"0,00",0,"0,00",2,"1,48",14,"10,37",3,"2,22",1,"0,74"
1207109606,Gallinchen,0001,1867,101,1150,"61,60",5,1145,454,"39,65",319,"27,86",246,"21,48",5,"0,44",18,"1,57",12,"1,05",44,"3,84",44,"3,84",3,"0,26"
1207109808,Gastrose-Kerkwitz,0001,378,5,241,"63,76",2,239,75,"31,38",92,"38,49",39,"16,32",0,"0,00",0,"0,00",5,"2,09",21,"8,79",1,"0,42",6,"2,51"
1207109808,Gastrose-Kerkwitz,0002,112,0,74,"66,07",5,69,29,"42,03",24,"34,78",8,"11,59",0,"0,00",0,"0,00",1,"1,45",6,"8,70",1,"1,45",0,"0,00"
1207109808,Gastrose-Kerkwitz,0003,391,10,268,"68,54",5,263,87,"33,08",115,"43,73",37,"14,07",2,"0,76",1,"0,38",4,"1,52",13,"4,94",3,"1,14",1,"0,38"
1207110004,Gosda,0001,359,12,175,"48,75",2,173,93,"53,76",34,"19,65",26,"15,03",0,"0,00",2,"1,16",4,"2,31",9,"5,20",3,"1,73",2,"1,16"
1207110408,Grabko,0001,122,2,96,"78,69",1,95,38,"40,00",33,"34,74",20,"21,05",0,"0,00",0,"0,00",0,"0,00",3,"3,16",0,"0,00",1,"1,05"
1207111204,Graustein,0001,366,17,195,"53,28",3,192,85,"44,27",60,"31,25",15,"7,81",0,"0,00",1,"0,52",2,"1,04",27,"14,06",2,"1,04",0,"0,00"
1207111204,Graustein,0002,98,0,71,"72,45",0,71,22,"30,99",19,"26,76",14,"19,72",0,"0,00",0,"0,00",2,"2,82",10,"14,08",2,"2,82",2,"2,82"
1207111603,Greifenhain,0001,268,5,153,"57,09",1,152,58,"38,16",37,"24,34",35,"23,03",1,"0,66",0,"0,00",1,"0,66",17,"11,18",2,"1,32",1,"0,66"
1207112005,Grießen,0001,167,2,102,"61,08",3,99,36,"36,36",30,"30,30",18,"18,18",0,"0,00",2,"2,02",1,"1,01",9,"9,09",1,"1,01",2,"2,02"
1207112406,Groß Döbbern,0001,447,16,251,"56,15",3,248,106,"42,74",66,"26,61",49,"19,76",1,"0,40",0,"0,00",1,"0,40",19,"7,66",6,"2,42",0,"0,00"
1207113206,Groß Gaglow,0001,1126,73,616,"54,71",6,610,269,"44,10",196,"32,13",83,"13,61",3,"0,49",3,"0,49",13,"2,13",18,"2,95",22,"3,61",3,"0,49"
1207114002,Groß Kölzig,0001,779,34,404,"51,86",4,400,151,"37,75",113,"28,25",77,"19,25",1,"0,25",0,"0,00",5,"1,25",46,"11,50",4,"1,00",3,"0,75"
1207114404,Groß Luja,0001,227,8,137,"60,35",1,136,62,"45,59",28,"20,59",23,"16,91",2,"1,47",2,"1,47",0,"0,00",14,"10,29",2,"1,47",3,"2,21"
1207114806,Groß Oßnig,0001,420,10,217,"51,67",3,214,89,"41,59",45,"21,03",59,"27,57",0,"0,00",1,"0,47",6,"2,80",10,"4,67",3,"1,40",1,"0,47"
1207115204,Groß Schacksdorf,0001,802,43,341,"42,52",3,338,106,"31,36",98,"28,99",96,"28,40",2,"0,59",2,"0,59",1,"0,30",20,"5,92",3,"0,89",10,"2,96"
1207115607,Grötsch,0001,64,0,49,"76,56",0,49,11,"22,45",23,"46,94",10,"20,41",0,"0,00",0,"0,00",0,"0,00",5,"10,20",0,"0,00",0,"0,00"
1207116000,Guben,0001,633,35,248,"39,18",3,245,81,"33,06",72,"29,39",57,"23,27",1,"0,41",0,"0,00",6,"2,45",24,"9,80",3,"1,22",1,"0,41"
1207116000,Guben,0002,616,38,256,"41,56",3,253,95,"37,55",65,"25,69",60,"23,72",0,"0,00",1,"0,40",4,"1,58",24,"9,49",3,"1,19",1,"0,40"
1207116000,Guben,0003,981,28,505,"51,48",9,496,159,"32,06",137,"27,62",143,"28,83",2,"0,40",4,"0,81",7,"1,41",36,"7,26",6,"1,21",2,"0,40"
1207116000,Guben,0004,341,24,168,"49,27",1,167,53,"31,74",57,"34,13",37,"22,16",1,"0,60",0,"0,00",3,"1,80",11,"6,59",2,"1,20",3,"1,80"
1207116000,Guben,0005,927,52,515,"55,56",7,508,178,"35,04",164,"32,28",119,"23,43",0,"0,00",2,"0,39",3,"0,59",28,"5,51",9,"1,77",5,"0,98"
1207116000,Guben,0006,320,13,152,"47,50",3,149,43,"28,86",46,"30,87",41,"27,52",0,"0,00",0,"0,00",0,"0,00",15,"10,07",3,"2,01",1,"0,67"
1207116000,Guben,0007,852,28,429,"50,35",3,426,133,"31,22",137,"32,16",84,"19,72",0,"0,00",0,"0,00",2,"0,47",61,"14,32",8,"1,88",1,"0,23"
1207116000,Guben,0008,131,1,71,"54,20",1,70,28,"40,00",17,"24,29",16,"22,86",1,"1,43",0,"0,00",0,"0,00",5,"7,14",1,"1,43",2,"2,86"
1207116000,Guben,0009,623,33,271,"43,50",2,269,83,"30,86",77,"28,62",82,"30,48",1,"0,37",2,"0,74",5,"1,86",13,"4,83",6,"2,23",0,"0,00"
1207116000,Guben,0010,1023,36,452,"44,18",13,439,188,"42,82",87,"19,82",116,"26,42",2,"0,46",1,"0,23",3,"0,68",33,"7,52",4,"0,91",5,"1,14"
1207116000,Guben,0011,347,5,200,"57,64",3,197,72,"36,55",77,"39,09",34,"17,26",0,"0,00",2,"1,02",2,"1,02",5,"2,54",3,"1,52",2,"1,02"
1207116000,Guben,0012,1149,56,539,"46,91",15,524,171,"32,63",162,"30,92",128,"24,43",2,"0,38",5,"0,95",4,"0,76",39,"7,44",8,"1,53",5,"0,95"
1207116000,Guben,0013,1113,68,589,"52,92",4,585,233,"39,83",172,"29,40",126,"21,54",1,"0,17",4,"0,68",10,"1,71",20,"3,42",13,"2,22",6,"1,03"
1207116000,Guben,0014,206,2,113,"54,85",1,112,39,"34,82",38,"33,93",24,"21,43",0,"0,00",0,"0,00",4,"3,57",5,"4,46",2,"1,79",0,"0,00"
1207116000,Guben,0015,201,9,126,"62,69",4,122,39,"31,97",45,"36,89",19,"15,57",0,"0,00",2,"1,64",1,"0,82",13,"10,66",1,"0,82",2,"1,64"
1207116000,Guben,0016,771,42,337,"43,71",4,333,108,"32,43",105,"31,53",80,"24,02",3,"0,90",1,"0,30",3,"0,90",24,"7,21",8,"2,40",1,"0,30"
1207116000,Guben,0017,1198,59,673,"56,18",1,672,259,"38,54",176,"26,19",179,"26,64",0,"0,00",4,"0,60",6,"0,89",40,"5,95",5,"0,74",3,"0,45"
1207116000,Guben,0018,1121,55,545,"48,62",7,538,202,"37,55",128,"23,79",161,"29,93",1,"0,19",1,"0,19",4,"0,74",27,"5,02",10,"1,86",4,"0,74"
1207116000,Guben,0019,1042,43,510,"48,94",9,501,186,"37,13",116,"23,15",140,"27,94",1,"0,20",2,"0,40",5,"1,00",40,"7,98",9,"1,80",2,"0,40"
1207116000,Guben,0020,685,32,366,"53,43",2,364,145,"39,84",82,"22,53",111,"30,49",2,"0,55",1,"0,27",2,"0,55",12,"3,30",6,"1,65",3,"0,82"
1207116000,Guben,0021,700,29,361,"51,57",4,357,143,"40,06",88,"24,65",86,"24,09",1,"0,28",0,"0,00",2,"0,56",33,"9,24",4,"1,12",0,"0,00"
1207116000,Guben,0022,778,44,298,"38,30",4,294,100,"34,01",69,"23,47",82,"27,89",0,"0,00",1,"0,34",3,"1,02",26,"8,84",6,"2,04",7,"2,38"
1207116000,Guben,0023,708,9,240,"33,90",0,240,83,"34,58",59,"24,58",65,"27,08",1,"0,42",2,"0,83",3,"1,25",18,"7,50",2,"0,83",7,"2,92"
1207116000,Guben,0024,752,8,258,"34,31",3,255,97,"38,04",56,"21,96",56,"21,96",1,"0,39",0,"0,00",2,"0,78",34,"13,33",3,"1,18",6,"2,35"
1207116000,Guben,0025,700,30,265,"37,86",3,262,102,"38,93",56,"21,37",72,"27,48",1,"0,38",4,"1,53",4,"1,53",21,"8,02",1,"0,38",1,"0,38"
1207116000,Guben,0026,694,24,257,"37,03",3,254,106,"41,73",40,"15,75",66,"25,98",1,"0,39",5,"1,97",5,"1,97",24,"9,45",4,"1,57",3,"1,18"
1207116000,Guben,0027,634,39,381,"60,09",6,375,134,"35,73",140,"37,33",52,"13,87",6,"1,60",0,"0,00",2,"0,53",29,"7,73",11,"2,93",1,"0,27"
1207116000,Guben,0028,628,16,253,"40,29",5,248,95,"38,31",79,"31,85",48,"19,35",0,"0,00",0,"0,00",0,"0,00",21,"8,47",4,"1,61",1,"0,40"
1207116000,Guben,0029,568,7,235,"41,37",2,233,77,"33,05",55,"23,61",43,"18,45",2,"0,86",2,"0,86",6,"2,58",31,"13,30",4,"1,72",13,"5,58"
1207116000,Guben,0030,687,27,305,"44,40",2,303,107,"35,31",79,"26,07",97,"32,01",0,"0,00",1,"0,33",1,"0,33",13,"4,29",4,"1,32",1,"0,33"
1207116401,Guhrow,0001,436,6,271,"62,16",5,266,100,"37,59",78,"29,32",53,"19,92",2,"0,75",2,"0,75",4,"1,50",18,"6,77",6,"2,26",3,"1,13"
1207116806,Haasow,0001,323,10,228,"70,59",1,227,109,"48,02",48,"21,15",56,"24,67",1,"0,44",0,"0,00",0,"0,00",9,"3,96",4,"1,76",0,"0,00"
1207117209,Haidemühl,0001,526,6,276,"52,47",8,268,87,"32,46",95,"35,45",61,"22,76",1,"0,37",1,"0,37",2,"0,75",20,"7,46",0,"0,00",1,"0,37"
1207117607,Heinersbrück,0001,488,8,260,"53,28",3,257,92,"35,80",91,"35,41",36,"14,01",0,"0,00",0,"0,00",5,"1,95",23,"8,95",6,"2,33",4,"1,56"
1207118404,Hornow,0001,361,11,221,"61,22",6,215,95,"44,19",57,"26,51",29,"13,49",1,"0,47",0,"0,00",8,"3,72",14,"6,51",5,"2,33",6,"2,79"
1207118802,Jämlitz,0001,339,4,185,"54,57",7,178,68,"38,20",50,"28,09",27,"15,17",0,"0,00",1,"0,56",0,"0,00",28,"15,73",1,"0,56",3,"1,69"
1207119205,Jänschwalde,0001,680,17,432,"63,53",6,426,187,"43,90",128,"30,05",55,"12,91",2,"0,47",1,"0,23",11,"2,58",35,"8,22",6,"1,41",1,"0,23"
1207119205,Jänschwalde,0002,598,25,267,"44,65",1,266,80,"30,08",36,"13,53",115,"43,23",0,"0,00",5,"1,88",1,"0,38",25,"9,40",2,"0,75",2,"0,75"
1207119205,Jänschwalde,0003,280,12,171,"61,07",5,166,18,"10,84",80,"48,19",38,"22,89",1,"0,60",2,"1,20",12,"7,23",9,"5,42",6,"3,61",0,"0,00"
1207119603,Jehserig,0001,412,57,211,"51,21",3,208,78,"37,50",54,"25,96",47,"22,60",1,"0,48",1,"0,48",3,"1,44",17,"8,17",4,"1,92",3,"1,44"
1207120002,Jerischke,0001,131,3,86,"65,65",0,86,26,"30,23",33,"38,37",21,"24,42",0,"0,00",0,"0,00",2,"2,33",4,"4,65",0,"0,00",0,"0,00"
1207120404,Jethe,0001,144,0,84,"58,33",1,83,39,"46,99",22,"26,51",15,"18,07",0,"0,00",0,"0,00",0,"0,00",6,"7,23",0,"0,00",1,"1,20"
1207120804,Jocksdorf,0001,130,2,77,"59,23",2,75,30,"40,00",19,"25,33",15,"20,00",0,"0,00",0,"0,00",1,"1,33",4,"5,33",2,"2,67",4,"5,33"
1207121206,Kathlow,0001,137,3,98,"71,53",1,97,49,"50,52",18,"18,56",22,"22,68",0,"0,00",0,"0,00",2,"2,06",5,"5,15",0,"0,00",1,"1,03"
1207122406,Kiekebusch,0001,994,50,667,"67,10",4,663,272,"41,03",211,"31,83",111,"16,74",1,"0,15",3,"0,45",7,"1,06",34,"5,13",21,"3,17",3,"0,45"
1207122806,Klein Döbbern,0001,293,8,190,"64,85",0,190,81,"42,63",51,"26,84",35,"18,42",0,"0,00",1,"0,53",2,"1,05",14,"7,37",5,"2,63",1,"0,53"
1207123202,Klein Düben,0001,126,7,68,"53,97",0,68,31,"45,59",22,"32,35",5,"7,35",0,"0,00",0,"0,00",1,"1,47",6,"8,82",2,"2,94",1,"1,47"
1207123602,Klein Kölzig,0001,266,2,171,"64,29",3,168,76,"45,24",58,"34,52",27,"16,07",0,"0,00",0,"0,00",1,"0,60",4,"2,38",1,"0,60",1,"0,60"
1207124002,Klein Loitz,0001,373,8,201,"53,89",0,201,94,"46,77",53,"26,37",42,"20,90",0,"0,00",0,"0,00",1,"0,50",11,"5,47",0,"0,00",0,"0,00"
1207124400,Kolkwitz,0001,213,2,150,"70,42",0,150,61,"40,67",55,"36,67",16,"10,67",0,"0,00",0,"0,00",1,"0,67",13,"8,67",4,"2,67",0,"0,00"
1207124400,Kolkwitz,0002,368,8,232,"63,04",3,229,104,"45,41",58,"25,33",46,"20,09",1,"0,44",1,"0,44",1,"0,44",11,"4,80",7,"3,06",0,"0,00"
1207124400,Kolkwitz,0003,596,21,384,"64,43",3,381,143,"37,53",111,"29,13",100,"26,25",1,"0,26",6,"1,57",2,"0,52",10,"2,62",8,"2,10",0,"0,00"
1207124400,Kolkwitz,0004,542,9,307,"56,64",6,301,114,"37,87",91,"30,23",59,"19,60",1,"0,33",0,"0,00",5,"1,66",21,"6,98",8,"2,66",2,"0,66"
1207124400,Kolkwitz,0005,566,11,318,"56,18",2,316,133,"42,09",96,"30,38",46,"14,56",1,"0,32",1,"0,32",3,"0,95",29,"9,18",6,"1,90",1,"0,32"
1207124400,Kolkwitz,0006,365,9,238,"65,21",0,238,113,"47,48",71,"29,83",30,"12,61",1,"0,42",2,"0,84",2,"0,84",7,"2,94",10,"4,20",2,"0,84"
1207124400,Kolkwitz,0007,828,67,478,"57,73",1,477,197,"41,30",140,"29,35",94,"19,71",1,"0,21",1,"0,21",7,"1,47",17,"3,56",18,"3,77",2,"0,42"
1207124400,Kolkwitz,0008,795,51,480,"60,38",1,479,189,"39,46",177,"36,95",68,"14,20",3,"0,63",0,"0,00",4,"0,84",15,"3,13",23,"4,80",0,"0,00"
1207124400,Kolkwitz,0009,648,26,356,"54,94",3,353,108,"30,59",91,"25,78",109,"30,88",1,"0,28",1,"0,28",7,"1,98",25,"7,08",9,"2,55",2,"0,57"
1207124400,Kolkwitz,0010,909,43,550,"60,51",9,541,206,"38,08",184,"34,01",103,"19,04",0,"0,00",0,"0,00",8,"1,48",24,"4,44",16,"2,96",0,"0,00"
1207124400,Kolkwitz,0011,583,19,389,"66,72",2,387,134,"34,63",150,"38,76",67,"17,31",1,"0,26",1,"0,26",4,"1,03",19,"4,91",11,"2,84",0,"0,00"
1207124400,Kolkwitz,0012,223,2,143,"64,13",3,140,63,"45,00",46,"32,86",13,"9,29",1,"0,71",0,"0,00",6,"4,29",9,"6,43",2,"1,43",0,"0,00"
1207124400,Kolkwitz,0013,379,25,203,"53,56",2,201,88,"43,78",80,"39,80",16,"7,96",2,"1,00",0,"0,00",2,"1,00",9,"4,48",3,"1,49",1,"0,50"
1207124400,Kolkwitz,0014,520,28,319,"61,35",5,314,144,"45,86",111,"35,35",32,"10,19",0,"0,00",1,"0,32",4,"1,27",13,"4,14",6,"1,91",3,"0,96"
1207124400,Kolkwitz,0015,509,9,287,"56,39",3,284,133,"46,83",82,"28,87",36,"12,68",0,"0,00",1,"0,35",5,"1,76",17,"5,99",8,"2,82",2,"0,70"
1207124806,Komptendorf,0001,381,17,251,"65,88",3,248,92,"37,10",91,"36,69",35,"14,11",0,"0,00",1,"0,40",4,"1,61",10,"4,03",15,"6,05",0,"0,00"
1207125206,Koppatz,0001,220,5,147,"66,82",4,143,64,"44,76",48,"33,57",18,"12,59",0,"0,00",1,"0,70",0,"0,00",6,"4,20",5,"3,50",1,"0,70"
1207126006,Laubsdorf,0001,425,8,271,"63,76",3,268,96,"35,82",90,"33,58",60,"22,39",0,"0,00",1,"0,37",2,"0,75",16,"5,97",2,"0,75",1,"0,37"
1207126403,Laubst,0001,244,0,173,"70,90",6,167,72,"43,11",33,"19,76",49,"29,34",1,"0,60",0,"0,00",0,"0,00",7,"4,19",3,"1,80",2,"1,20"
1207127203,Leuthen,0001,697,18,417,"59,83",6,411,206,"50,12",109,"26,52",65,"15,82",4,"0,97",2,"0,49",1,"0,24",18,"4,38",6,"1,46",0,"0,00"
1207127604,Lieskau,0001,203,6,136,"67,00",1,135,52,"38,52",49,"36,30",14,"10,37",2,"1,48",0,"0,00",3,"2,22",11,"8,15",2,"1,48",2,"1,48"
1207128208,Lutzketal,0001,220,23,142,"64,55",1,141,75,"53,19",32,"22,70",23,"16,31",0,"0,00",1,"0,71",2,"1,42",6,"4,26",0,"0,00",2,"1,42"
1207128208,Lutzketal,0002,316,6,199,"62,97",1,198,60,"30,30",72,"36,36",27,"13,64",1,"0,51",0,"0,00",3,"1,52",29,"14,65",2,"1,01",4,"2,02"
1207128208,Lutzketal,0003,140,3,93,"66,43",2,91,26,"28,57",43,"47,25",14,"15,38",1,"1,10",1,"1,10",2,"2,20",3,"3,30",1,"1,10",0,"0,00"
1207128208,Lutzketal,0004,121,2,73,"60,33",1,72,28,"38,89",22,"30,56",20,"27,78",0,"0,00",0,"0,00",0,"0,00",1,"1,39",1,"1,39",0,"0,00"
1207128208,Lutzketal,0005,273,18,151,"55,31",1,150,60,"40,00",43,"28,67",28,"18,67",0,"0,00",0,"0,00",1,"0,67",12,"8,00",4,"2,67",2,"1,33"
1207128208,Lutzketal,0006,348,9,179,"51,44",3,176,60,"34,09",66,"37,50",21,"11,93",0,"0,00",1,"0,57",5,"2,84",17,"9,66",4,"2,27",2,"1,14"
1207128402,Mattendorf,0001,211,1,123,"58,29",2,121,41,"33,88",40,"33,06",16,"13,22",0,"0,00",1,"0,83",3,"2,48",18,"14,88",1,"0,83",1,"0,83"
1207128807,Maust,0001,442,17,309,"69,91",4,305,98,"32,13",99,"32,46",86,"28,20",0,"0,00",1,"0,33",5,"1,64",12,"3,93",4,"1,31",0,"0,00"
1207129201,Müschen,0001,279,2,182,"65,23",1,181,68,"37,57",57,"31,49",37,"20,44",1,"0,55",1,"0,55",4,"2,21",10,"5,52",3,"1,66",0,"0,00"
1207129607,Neuendorf,0001,371,11,236,"63,61",1,235,121,"51,49",44,"18,72",42,"17,87",0,"0,00",2,"0,85",5,"2,13",12,"5,11",6,"2,55",3,"1,28"
1207130006,Neuhausen,0001,357,18,201,"56,30",3,198,70,"35,35",56,"28,28",47,"23,74",0,"0,00",3,"1,52",9,"4,55",10,"5,05",3,"1,52",0,"0,00"
1207130407,Peitz,0001,799,58,451,"56,45",8,443,215,"48,53",123,"27,77",69,"15,58",2,"0,45",1,"0,23",8,"1,81",15,"3,39",10,"2,26",0,"0,00"
1207130407,Peitz,0002,1226,46,632,"51,55",4,628,292,"46,50",149,"23,73",116,"18,47",2,"0,32",3,"0,48",5,"0,80",45,"7,17",11,"1,75",5,"0,80"
1207130407,Peitz,0003,1247,39,568,"45,55",6,562,243,"43,24",112,"19,93",123,"21,89",0,"0,00",9,"1,60",5,"0,89",54,"9,61",12,"2,14",4,"0,71"
1207130407,Peitz,0004,972,30,423,"43,52",5,418,170,"40,67",128,"30,62",76,"18,18",0,"0,00",5,"1,20",7,"1,67",21,"5,02",9,"2,15",2,"0,48"
1207131008,Pinnow-Heideland,0001,468,33,304,"64,96",3,301,73,"24,25",143,"47,51",41,"13,62",1,"0,33",0,"0,00",5,"1,66",27,"8,97",9,"2,99",2,"0,66"
1207131008,Pinnow-Heideland,0002,185,2,105,"56,76",3,102,54,"52,94",24,"23,53",12,"11,76",0,"0,00",0,"0,00",1,"0,98",8,"7,84",2,"1,96",1,"0,98"
1207131207,Preilack,0001,332,11,234,"70,48",0,234,80,"34,19",74,"31,62",52,"22,22",0,"0,00",2,"0,85",1,"0,43",23,"9,83",1,"0,43",1,"0,43"
1207131602,Preschen,0001,245,3,180,"73,47",7,173,36,"20,81",85,"49,13",25,"14,45",1,"0,58",0,"0,00",3,"1,73",16,"9,25",6,"3,47",1,"0,58"
1207132009,Proschim,0001,270,5,188,"69,63",1,187,65,"34,76",80,"42,78",31,"16,58",1,"0,53",0,"0,00",1,"0,53",9,"4,81",0,"0,00",0,"0,00"
1207132802,Reuthen,0001,231,7,137,"59,31",4,133,39,"29,32",39,"29,32",19,"14,29",1,"0,75",3,"2,26",0,"0,00",31,"23,31",0,"0,00",1,"0,75"
1207133206,Roggosen,0001,250,12,129,"51,60",0,129,56,"43,41",29,"22,48",28,"21,71",0,"0,00",2,"1,55",0,"0,00",11,"8,53",0,"0,00",3,"2,33"
1207134001,Schmogrow,0001,407,10,251,"61,67",4,247,89,"36,03",123,"49,80",17,"6,88",0,"0,00",0,"0,00",0,"0,00",16,"6,48",2,"0,81",0,"0,00"
1207134403,Schorbus,0001,555,32,324,"58,38",5,319,134,"42,01",86,"26,96",77,"24,14",1,"0,31",1,"0,31",3,"0,94",7,"2,19",7,"2,19",3,"0,94"
1207136006,Sergen,0001,331,13,218,"65,86",5,213,100,"46,95",58,"27,23",30,"14,08",3,"1,41",0,"0,00",0,"0,00",17,"7,98",5,"2,35",0,"0,00"
1207136403,Siewisch,0001,186,0,144,"77,42",1,143,61,"42,66",46,"32,17",21,"14,69",0,"0,00",0,"0,00",0,"0,00",12,"8,39",2,"1,40",1,"0,70"
1207136804,Simmersdorf,0001,254,3,157,"61,81",2,155,60,"38,71",51,"32,90",24,"15,48",3,"1,94",2,"1,29",1,"0,65",10,"6,45",2,"1,29",2,"1,29"
1207137200,Spremberg,0001,940,52,451,"47,98",6,445,183,"41,12",113,"25,39",103,"23,15",0,"0,00",2,"0,45",4,"0,90",33,"7,42",4,"0,90",3,"0,67"
1207137200,Spremberg,0002,1042,87,486,"46,64",8,478,176,"36,82",146,"30,54",110,"23,01",0,"0,00",5,"1,05",6,"1,26",22,"4,60",9,"1,88",4,"0,84"
1207137200,Spremberg,0003,930,58,520,"55,91",5,515,195,"37,86",146,"28,35",120,"23,30",2,"0,39",2,"0,39",6,"1,17",35,"6,80",4,"0,78",5,"0,97"
1207137200,Spremberg,0004,1008,49,530,"52,58",5,525,216,"41,14",115,"21,90",140,"26,67",4,"0,76",7,"1,33",7,"1,33",24,"4,57",6,"1,14",6,"1,14"
1207137200,Spremberg,0005,503,22,327,"65,01",3,324,102,"31,48",109,"33,64",65,"20,06",2,"0,62",7,"2,16",1,"0,31",29,"8,95",7,"2,16",2,"0,62"
1207137200,Spremberg,0006,434,25,230,"53,00",3,227,92,"40,53",67,"29,52",51,"22,47",4,"1,76",0,"0,00",0,"0,00",10,"4,41",2,"0,88",1,"0,44"
1207137200,Spremberg,0007,1249,79,676,"54,12",10,666,262,"39,34",220,"33,03",129,"19,37",1,"0,15",1,"0,15",5,"0,75",34,"5,11",12,"1,80",2,"0,30"
1207137200,Spremberg,0008,1270,68,608,"47,87",6,602,197,"32,72",181,"30,07",155,"25,75",1,"0,17",3,"0,50",4,"0,66",49,"8,14",9,"1,50",3,"0,50"
1207137200,Spremberg,0009,1106,69,608,"54,97",5,603,275,"45,61",144,"23,88",126,"20,90",0,"0,00",0,"0,00",13,"2,16",37,"6,14",5,"0,83",3,"0,50"
1207137200,Spremberg,0010,1274,66,592,"46,47",22,570,247,"43,33",153,"26,84",116,"20,35",4,"0,70",3,"0,53",4,"0,70",40,"7,02",2,"0,35",1,"0,18"
1207137200,Spremberg,0011,791,47,400,"50,57",9,391,182,"46,55",90,"23,02",92,"23,53",2,"0,51",2,"0,51",2,"0,51",17,"4,35",1,"0,26",3,"0,77"
1207137200,Spremberg,0012,850,69,413,"48,59",2,411,176,"42,82",110,"26,76",92,"22,38",2,"0,49",1,"0,24",2,"0,49",24,"5,84",2,"0,49",2,"0,49"
1207137200,Spremberg,0013,1190,62,631,"53,03",6,625,263,"42,08",188,"30,08",122,"19,52",3,"0,48",1,"0,16",5,"0,80",34,"5,44",7,"1,12",2,"0,32"
1207137200,Spremberg,0014,669,38,376,"56,20",2,374,131,"35,03",121,"32,35",81,"21,66",2,"0,53",2,"0,53",8,"2,14",27,"7,22",1,"0,27",1,"0,27"
1207137200,Spremberg,0015,1232,109,585,"47,48",4,581,243,"41,82",200,"34,42",99,"17,04",1,"0,17",0,"0,00",4,"0,69",28,"4,82",4,"0,69",2,"0,34"
1207137200,Spremberg,0016,627,25,354,"56,46",4,350,142,"40,57",117,"33,43",52,"14,86",1,"0,29",0,"0,00",3,"0,86",31,"8,86",2,"0,57",2,"0,57"
1207137200,Spremberg,0017,229,17,116,"50,66",2,114,49,"42,98",29,"25,44",13,"11,40",0,"0,00",4,"3,51",3,"2,63",10,"8,77",4,"3,51",2,"1,75"
1207137200,Spremberg,0018,1075,28,426,"39,63",2,424,180,"42,45",84,"19,81",102,"24,06",1,"0,24",7,"1,65",3,"0,71",38,"8,96",5,"1,18",4,"0,94"
1207137200,Spremberg,0019,696,57,287,"41,24",4,283,94,"33,22",87,"30,74",68,"24,03",3,"1,06",4,"1,41",4,"1,41",18,"6,36",3,"1,06",2,"0,71"
1207137200,Spremberg,0020,952,68,461,"48,42",15,446,194,"43,50",122,"27,35",91,"20,40",1,"0,22",2,"0,45",3,"0,67",31,"6,95",2,"0,45",0,"0,00"
1207137200,Spremberg,0021,746,22,434,"58,18",4,430,161,"37,44",168,"39,07",68,"15,81",1,"0,23",3,"0,70",3,"0,70",15,"3,49",10,"2,33",1,"0,23"
1207137200,Spremberg,0022,1251,49,633,"50,60",8,625,296,"47,36",108,"17,28",175,"28,00",1,"0,16",6,"0,96",2,"0,32",35,"5,60",2,"0,32",0,"0,00"
1207137200,Spremberg,0023,566,19,296,"52,30",4,292,129,"44,18",69,"23,63",79,"27,05",0,"0,00",0,"0,00",0,"0,00",13,"4,45",2,"0,68",0,"0,00"
1207137200,Spremberg,0024,302,5,188,"62,25",3,185,65,"35,14",74,"40,00",25,"13,51",1,"0,54",1,"0,54",5,"2,70",13,"7,03",1,"0,54",0,"0,00"
1207138001,Striesow,0001,300,2,222,"74,00",4,218,94,"43,12",64,"29,36",36,"16,51",1,"0,46",3,"1,38",5,"2,29",12,"5,50",2,"0,92",1,"0,46"
1207138407,Tauer,0001,677,16,427,"63,07",3,424,146,"34,43",151,"35,61",77,"18,16",3,"0,71",1,"0,24",2,"0,47",28,"6,60",15,"3,54",1,"0,24"
1207138804,Trebendorf,0001,348,6,238,"68,39",1,237,97,"40,93",57,"24,05",48,"20,25",1,"0,42",3,"1,27",1,"0,42",26,"10,97",2,"0,84",2,"0,84"
1207139202,Tschernitz,0001,1093,14,625,"57,18",26,599,215,"35,89",151,"25,21",116,"19,37",6,"1,00",10,"1,67",4,"0,67",74,"12,35",12,"2,00",11,"1,84"
